# gene name           KO     thrshld  score   E-value KO definition
#-------------------- ------ ------- ------ --------- ---------------------
* k141_2803_11        K03519  262.17  322.1   6.8e-97 aerobic carbon-monoxide dehydrogenase medium subunit [EC:1.2.5.3]
  k141_2803_11        K19185  371.80  284.9   7.4e-86 6-hydroxypseudooxynicotine dehydrogenase subunit alpha [EC:1.5.99.14]
  k141_2803_11        K16878  364.70  256.6   2.6e-77 2-furoyl-CoA dehydrogenase FAD binding subunit [EC:1.3.99.8]
  k141_2803_11        K24717  455.77  248.6   8.3e-75 3-oxo-Delta1-steroid hydratase/dehydrogenase medium subunit [EC:1.17.99.11]
  k141_2803_11        K19818  361.27  244.7   1.2e-73 nicotine dehydrogenase subunit A [EC:1.5.99.4]
  k141_2803_11        K18021  398.67  215.0   1.3e-64 glyceraldehyde dehydrogenase medium subunit [EC:1.2.99.8]
  k141_2803_11        K13479  310.57  202.4   1.2e-60 xanthine dehydrogenase FAD-binding subunit [EC:1.17.1.4]
  k141_2803_11        K20445  306.93  158.9   1.6e-47 nicotinate dehydrogenase FAD-subunit [EC:1.17.1.5]
  k141_2803_11        K11178  249.53  155.5   2.5e-46 xanthine dehydrogenase YagS FAD-binding subunit [EC:1.17.1.4]
  k141_2803_11        K13481  453.60  141.7   4.2e-42 xanthine dehydrogenase small subunit [EC:1.17.1.4]
  k141_2803_11        K04109  328.60  140.4   8.4e-42 4-hydroxybenzoyl-CoA reductase subunit beta [EC:1.1.7.1]
  k141_2803_11        K21674       -  114.4   7.2e-34 caffeine dehydrogenase subunit beta [EC:1.17.5.2]
  k141_2803_11        K12529  183.20   81.1   8.5e-24 putative selenate reductase FAD-binding subunit
  k141_2803_11        K00157 2169.47   24.9   2.9e-07 aldehyde oxidase [EC:1.2.3.1]
* k141_2803_13        K07402   72.60  116.6   2.1e-34 xanthine dehydrogenase accessory factor
  k141_2803_13        K22309  273.43   14.6    0.0025 ornithine lipid N-methyltransferase [EC:2.1.1.344]
  k141_2803_13        K15422  416.73   12.2    0.0057 3'(2'), 5'-bisphosphate nucleotidase / inositol polyphosphate 1-phosphatase [EC:3.1.3.7 3.1.3.57]
  k141_2803_14        K09386   83.90   33.0   5.1e-09 uncharacterized protein
* k141_2803_15        K07402   72.60  402.8  3.8e-121 xanthine dehydrogenase accessory factor
  k141_2803_15        K07141   93.00   46.9   2.4e-13 molybdenum cofactor cytidylyltransferase [EC:2.7.7.76]
  k141_2803_15        K00087  832.67   14.9   0.00084 xanthine dehydrogenase molybdenum-binding subunit [EC:1.17.1.4]
* k141_2803_16        K03636   38.27   53.4   4.2e-15 sulfur-carrier protein
  k141_2803_16        K21142  207.07   32.0     1e-08 MoaE-MoaD fusion protein [EC:2.8.1.12]
  k141_2803_16        K21232   81.50   25.2   1.5e-06 molybdopterin synthase sulfur carrier subunit
* k141_2803_17        K03639  133.63  431.5  4.7e-130 GTP 3',8-cyclase [EC:4.1.99.22]
  k141_2803_17        K20967  783.03  316.2   4.5e-95 GTP 3',8-cyclase / cyclic pyranopterin monophosphate synthase [EC:4.1.99.22 4.6.1.17]
  k141_2803_17        K22227  371.23  103.4   1.6e-30 AdoMet-dependent heme synthase [EC:1.3.98.6]
  k141_2803_17        K22226  364.80   93.3   2.1e-27 Fe-coproporphyrin III synthase
  k141_2803_17        K06139  466.00   87.8   7.5e-26 PqqA peptide cyclase [EC:1.21.98.4]
  k141_2803_17        K06937  176.77   80.8   7.8e-24 tetraether lipid synthase [EC:1.21.98.5]
  k141_2803_17        K24696  336.07   80.0   1.9e-23 [mycofactocin precursor peptide]-tyrosine decarboxylase / 3-amino-5-[(4-hydroxyphenyl)methyl]-4,4-dimethylpyrrolidin-2-one synthase [EC:1.3.98.7 4.1.99.26]
  k141_2803_17        K06871  166.20   70.1   1.9e-20 uncharacterized protein
  k141_2803_17        K06935  346.57   66.4   2.4e-19 uncharacterized protein
  k141_2803_17        K24868  471.27   60.7   1.1e-17 heme d1 biosynthesis protein
  k141_2803_17        K27612  292.73   47.3   1.3e-13 antilisterial bacteriocin subtilosin biosynthesis protein AlbA
  k141_2803_17        K04069  114.30   46.3   3.4e-13 pyruvate formate lyase activating enzyme [EC:1.97.1.4]
  k141_2803_17        K01012  163.73   42.4   5.4e-12 biotin synthase [EC:2.8.1.6]
  k141_2803_17        K02585  175.47   35.3   6.2e-10 nitrogen fixation protein NifB
  k141_2803_17        K10026   79.33   33.1   3.9e-09 7-carboxy-7-deazaguanine synthase [EC:4.3.99.3]
  k141_2803_17        K19810  373.97   30.2   2.4e-08 L-lysine 2,3-aminomutase [EC:5.4.3.-]
  k141_2803_17        K15045  160.57   26.3   3.6e-07 radical S-adenosyl methionine domain-containing protein 2
  k141_2803_17        K07129  143.97   25.9     6e-07 uncharacterized protein
  k141_2803_17        K24689  247.23   25.5   6.8e-07 lipoyl synthase
  k141_2803_17        K16180  412.77   24.0   1.7e-06 methylornithine synthase [EC:5.4.99.58]
  k141_2803_17        K03150  199.40   22.4   5.6e-06 2-iminoacetate synthase [EC:4.1.99.19]
  k141_2803_17        K01843  361.87   20.9   1.1e-05 lysine 2,3-aminomutase [EC:5.4.3.2]
  k141_2803_17        K11780  414.40   19.8   3.2e-05 7,8-didemethyl-8-hydroxy-5-deazariboflavin synthase [EC:4.3.1.32]
  k141_2803_17        K24118  430.10   17.9   0.00011 serine-type anaerobic sulfatase-maturating enzyme [EC:1.1.98.7]
  k141_2803_17        K19814  594.40   16.6   0.00027 glutamate 2,3-aminomutase [EC:5.4.3.9]
  k141_2803_17        K04068  116.17   14.7    0.0019 anaerobic ribonucleoside-triphosphate reductase activating protein [EC:1.97.1.4]
  k141_2803_17        K07259  126.83   11.8    0.0082 serine-type D-Ala-D-Ala carboxypeptidase/endopeptidase (penicillin-binding protein 4) [EC:3.4.16.4 3.4.21.-]
  k141_2803_17        K09711  182.20   11.6     0.015 lipoyl synthase
  k141_2803_17        K04070  157.17   11.0     0.011 putative pyruvate formate lyase activating enzyme [EC:1.97.1.4]
  k141_2803_17        K11779  533.20   10.1     0.017 FO synthase [EC:2.5.1.147 4.3.1.32]
  k141_2803_17        K18285  444.20   10.0     0.029 aminodeoxyfutalosine synthase [EC:2.5.1.120]
* k141_2803_18        K03635   58.63  143.0   1.9e-42 molybdopterin synthase catalytic subunit [EC:2.8.1.12]
  k141_2803_18        K21142  207.07  118.8     3e-35 MoaE-MoaD fusion protein [EC:2.8.1.12]
* k141_2803_19        K07141   93.00  120.3   1.2e-35 molybdenum cofactor cytidylyltransferase [EC:2.7.7.76]
  k141_2803_19        K19190  233.57   91.8   5.3e-27 nicotine blue oxidoreductase [EC:1.1.1.328]
  k141_2803_19        K03752   92.10   32.9   4.4e-09 molybdenum cofactor guanylyltransferase [EC:2.7.7.77]
  k141_2803_19        K07281  241.57   28.4   1.1e-07 1L-myo-inositol 1-phosphate cytidylyltransferase [EC:2.7.7.74]
  k141_2803_19        K00991  253.50   24.4   1.6e-06 2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase [EC:2.7.7.60]
  k141_2803_19        K12506  311.60   23.8   2.1e-06 2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase / 2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase [EC:2.7.7.60 4.6.1.12]
  k141_2803_19        K01009  223.23   23.5   3.1e-06 L-glutamine-phosphate cytidylyltransferase [EC:2.7.7.103]
  k141_2803_19        K13818  240.30   22.1   9.2e-06 molybdopterin-guanine dinucleotide biosynthesis protein [EC:2.7.7.77]
  k141_2803_19        K11528  321.97   17.9   0.00016 UDP-N-acetylglucosamine pyrophosphorylase [EC:2.7.7.23]
  k141_2803_19        K22052       -   17.4   0.00025 ent-pimara-9(11),15-diene synthase [EC:4.2.3.31]
  k141_2803_19        K19712   87.13   16.4   0.00055 adenosylcobinamide-phosphate guanylyltransferase [EC:2.7.7.62]
  k141_2803_19        K23992  182.33   15.4   0.00086 1L-myo-inositol 1-phosphate cytidylyltransferase / CDP-L-myo-inositol myo-inositolphosphotransferase [EC:2.7.7.74 2.7.8.34]
  k141_2803_19        K04042  315.00   14.0    0.0013 bifunctional UDP-N-acetylglucosamine pyrophosphorylase / glucosamine-1-phosphate N-acetyltransferase [EC:2.7.7.23 2.3.1.157]
  k141_2803_19        K00992  187.00   11.7     0.012 N-acetyl-alpha-D-muramate 1-phosphate uridylyltransferase [EC:2.7.7.99]
  k141_2803_19        K25574  842.13    9.7     0.033 (2-aminoethyl)phosphonate cytidylyltransferase [EC:2.7.7.107]
  k141_2803_20        K21700   70.40   23.2   5.6e-06 beta-alanine degradation protein BauB
  k141_2803_20        K14673   83.53   21.3   1.6e-05 putative monooxygenase
  k141_2803_20        K06720   85.07   16.3   0.00085 L-ectoine synthase [EC:4.2.1.108]
  k141_2803_20        K14953   45.80   16.2   0.00086 ipoprotein LpqH
  k141_2803_20        K14056  101.57   14.1    0.0033 HTH-type transcriptional regulator, repressor for puuD
  k141_2803_20        K06995   49.13   13.0     0.008 uncharacterized protein
  k141_2803_20        K17318  177.90   12.7    0.0062 putative aldouronate transport system substrate-binding protein
* k141_2803_21        K07149   89.60  177.5   4.3e-53 uncharacterized protein
  k141_2803_21        K04711  159.33   10.8     0.021 dihydroceramidase [EC:3.5.1.-]
  k141_2803_21        K14103   89.50    8.2      0.34 energy-converting hydrogenase A subunit L
  k141_2803_21        K05562  152.93    7.6      0.28 multicomponent K+:H+ antiporter subunit E
  k141_2803_21        K19302  100.40    7.5      0.31 undecaprenyl-diphosphatase [EC:3.6.1.27]
  k141_2803_21        K07704  671.43    3.9       1.5 two-component system, LytTR family, sensor histidine kinase LytS [EC:2.7.13.3]
  k141_2803_21        K01992   16.03    1.6        11 ABC-2 type transport system permease protein
* k141_2803_23        K03782  473.87 1334.2         0 catalase-peroxidase [EC:1.11.1.21]
  k141_2803_23        K00434  327.53  161.5   3.8e-48 L-ascorbate peroxidase [EC:1.11.1.11]
  k141_2803_23        K20205  228.63   47.1   1.4e-13 manganese peroxidase [EC:1.11.1.13]
  k141_2803_23        K23515  675.53   13.9    0.0022 lignin peroxidase [EC:1.11.1.14]
  k141_2803_23        K00430  110.13   11.3     0.014 peroxidase [EC:1.11.1.7]
* k141_2803_24        K04761  249.70  316.4     4e-95 LysR family transcriptional regulator, hydrogen peroxide-inducible genes activator
  k141_2803_24        K11921  268.33  204.7   3.1e-61 LysR family transcriptional regulator, cyn operon transcriptional activator
  k141_2803_24        K09681  279.27  199.3   1.2e-59 LysR family transcriptional regulator, transcription activator of glutamate synthase operon
  k141_2803_24        K17737  267.40  191.5   2.5e-57 LysR family transcriptional regulator, carnitine catabolism transcriptional activator
  k141_2803_24        K21703  295.63  188.2   2.7e-56 LysR family transcriptional regulator, low CO2-responsive transcriptional regulator
  k141_2803_24        K21757  299.97  178.8     2e-53 LysR family transcriptional regulator, benzoate and cis,cis-muconate-responsive activator of ben and cat genes
  k141_2803_24        K21900  296.07  176.0   1.6e-52 LysR family transcriptional regulator, transcriptional activator of the cysJI operon
  k141_2803_24        K19338  280.13  171.8   2.8e-51 LysR family transcriptional regulator, nitrogen assimilation regulatory protein
  k141_2803_24        K21711  372.10  162.4     2e-48 LysR family transcriptional regulator, putative pyruvate carboxylase regulator
  k141_2803_24        K05817  281.67  158.9   2.1e-47 LysR family transcriptional regulator, hca operon transcriptional activator
  k141_2803_24        K02623  255.83  156.4   9.7e-47 LysR family transcriptional regulator, pca operon transcriptional activator
  k141_2803_24        K14057  295.03  145.9   1.7e-43 LysR family transcriptional regulator, regulator of abg operon
  k141_2803_24        K21959  241.73  145.2   2.8e-43 LysR family transcriptional regulator, cell division regulator
  k141_2803_24        K16516  306.20  137.9   4.2e-41 LysR family transcriptional regulator, regulator for genes of the gallate degradation pathway
  k141_2803_24        K21755  248.50  127.8   5.6e-38 LysR family transcriptional regulator, salicylic acid-responsive activator of bsdBCD
  k141_2803_24        K21960  246.87  124.3   6.4e-37 LysR family transcriptional regulator, regulator of the ytmI operon
  k141_2803_24        K13634  451.67  121.8   4.1e-36 LysR family transcriptional regulator, cys regulon transcriptional activator
  k141_2803_24        K13794  325.37  117.5   7.6e-35 LysR family transcriptional regulator, regulatory protein for tcuABC
  k141_2803_24        K03566  203.43  113.4   1.7e-33 LysR family transcriptional regulator, glycine cleavage system transcriptional activator
  k141_2803_24        K19242  229.10  111.5   4.7e-33 LysR family transcriptional regulator, repressor for citA
  k141_2803_24        K03576  229.27  110.4   1.1e-32 LysR family transcriptional regulator, regulator for metE and metH
  k141_2803_24        K23773  194.43  108.1   7.6e-32 LysR family transcriptional regulator, flagellar master operon regulator
  k141_2803_24        K02521  227.77  103.2   1.5e-30 LysR family transcriptional regulator, positive regulator for ilvC
  k141_2803_24        K13635  459.43   99.7     2e-29 LysR family transcriptional regulator, cys regulon transcriptional activator
  k141_2803_24        K21645  182.37   97.3   1.2e-28 LysR family transcriptional regulator, hypochlorite-specific transcription factor HypT
  k141_2803_24        K17850  343.13   90.1   1.7e-26 LysR family transcriptional regulator, regulator of gene expression of beta-lactamase
  k141_2803_24        K03717  169.17   88.9   3.4e-26 LysR family transcriptional regulator, transcriptional activator of nhaA
  k141_2803_24        K21756  546.73   82.6   3.2e-24 LysR family transcriptional regulator, cis,cis-muconate-responsive activator of cat and ben genes
  k141_2803_24        K13928  212.43   82.5   2.7e-24 LysR family transcriptional regulator, malonate utilization transcriptional regulator
  k141_2803_24        K07592  326.77   77.2   1.4e-22 LysR family transcriptional regulator, tdc operon transcriptional activator
  k141_2803_24        K13636  321.87   67.7   9.5e-20 LysR family transcriptional regulator, D-serine deaminase activator
  k141_2803_24        K05798  257.90   66.9   2.1e-19 LysR family transcriptional regulator, transcriptional activator for leuABCD operon
  k141_2803_24        K05596  158.97   64.7   8.7e-19 LysR family transcriptional regulator, chromosome initiation inhibitor
  k141_2803_24        K27042  322.13   64.6   9.6e-19 LysR family transcriptional regulator, trpBA operon transcriptional activator
  k141_2803_24        K21699  203.67   64.4   1.1e-18 LysR family transcriptional regulator, transcriptional activator for bauABCD operon
  k141_2803_24        K21698  293.23   64.0   1.5e-18 LysR family transcriptional regulator, transcriptional activator for aaeXAB operon
  k141_2803_24        K18900  340.20   53.0   2.9e-15 LysR family transcriptional regulator, regulator for bpeEF and oprC
  k141_2803_24        K14657  251.53   53.0   3.8e-15 LysR family transcriptional regulator, nod-box dependent transcriptional activator
  k141_2803_24        K10972  420.10   49.5   3.3e-14 LysR family transcriptional regulator, transcriptional activator of the allD operon
  k141_2803_24        K16135  345.43   46.6   2.4e-13 LysR family transcriptional regulator, transcriptional activator for dmlA
  k141_2803_24        K26290  340.00   45.9   4.4e-13 LysR family transcriptional regulator, regulator of pal gene cluster
  k141_2803_24        K18927  420.20   35.5   4.9e-10 LysR family transcriptional regulator, L-lactate utilization regulator
  k141_2803_24        K24082  473.07   34.8   1.1e-09 LysR family transcriptional regulator, regulator of peptidoglycan recycling
  k141_2803_24        K18297  302.63   32.8   5.1e-09 LysR family transcriptional regulator, mexEF-oprN operon transcriptional activator
  k141_2803_24        K10918  366.73   32.6     6e-09 LysR family transcriptional regulator, transcriptional activator AphB
  k141_2803_24        K19618  660.13   26.3   4.9e-07 LysR family transcriptional regulator, activator of insecticidal toxin
  k141_2803_24        K18893  786.33   25.8   3.7e-07 ATP-binding cassette, subfamily B, multidrug efflux pump
  k141_2803_24        K21742  443.83   25.6   6.3e-07 LysR family transcriptional regulator, transcriptional activator for ttdABT operon
  k141_2803_24        K25882  439.40   25.0   9.7e-07 LysR family transcriptional regulator, transcriptional activator of nodD3 and syrA
  k141_2803_24        K19735  718.23   23.7   2.3e-06 LysR family transcriptional regulator, quorum-sensing system regulator MvfR
  k141_2803_24        K22879  311.00   21.6   6.9e-06 FAD-dependent urate hydroxylase [EC:1.14.13.113]
  k141_2803_24        K22711  403.70   17.0   0.00024 LysR family transcriptional regulator, pyoluteorin biosynthesis regulator
  k141_2803_24        K02019   62.87   13.5    0.0045 molybdate transport system regulatory protein
  k141_2803_24        K19624  676.93   12.3    0.0079 LysR family transcriptional regulator, virulence genes transcriptional regulator
  k141_2803_25        K26735  465.27   13.6    0.0019 K+:H+ antiporter
  k141_2803_25        K09940   41.20   13.3     0.005 uncharacterized protein
  k141_2803_25        K13852  238.73   12.2    0.0098 subtelomeric variable open reading frame
  k141_2803_25        K12068   40.43    9.3      0.19 conjugal transfer pilus assembly protein TraL
  k141_2803_26        K03298  166.90   43.3   2.8e-12 drug/metabolite transporter, DME family
  k141_2803_26        K05340  200.10   38.4   5.6e-11 glucose uptake protein
  k141_2803_26        K08978   70.07   37.7   1.9e-10 bacterial/archaeal transporter family protein
  k141_2803_26        K15268  160.50   25.1   7.3e-07 O-acetylserine/cysteine efflux transporter
  k141_2803_26        K22733   58.47   17.1   0.00016 magnesium transporter
  k141_2803_26        K15270  197.13   13.6    0.0032 S-adenosylmethionine uptake transporter
  k141_2803_26        K15269  146.83   13.4    0.0027 probable blue pigment (indigoidine) exporter
  k141_2803_26        K01548   47.77   11.3     0.018 potassium-transporting ATPase KdpC subunit
  k141_2803_26        K15289  163.57    3.2       3.7 solute carrier family 35, member F5
  k141_2803_26        K05786  106.43    1.7       9.5 chloramphenicol-sensitive protein RarD
* k141_2803_27        K18235  138.73  218.3   2.3e-65 virginiamycin B lyase [EC:4.2.99.-]
  k141_2803_27        K02352  258.87   41.1   1.4e-11 lactonase [EC:3.1.1.-]
  k141_2803_27        K01053  175.93   20.7   2.1e-05 gluconolactonase [EC:3.1.1.17]
  k141_2803_27        K14274  312.00    9.8     0.042 xylono-1,5-lactonase [EC:3.1.1.110]
  k141_2803_27        K25038  882.53    7.6      0.14 podocan-like protein 1
  k141_2803_27        K06260  409.90    3.2       1.2 platelet glycoprotein V
  k141_53840_1        K21569       -  191.1   2.8e-57 camphor 5-monooxygenase [EC:1.14.15.1]
  k141_53840_1        K16046  420.57  148.6   2.2e-44 cholest-4-en-3-one 26-monooxygenase [EC:1.14.15.28]
  k141_53840_1        K15981  478.47  128.2   3.9e-38 cholest-4-en-3-one 26-monooxygenase [EC:1.14.15.29]
  k141_53840_1        K20497  500.33  121.0   6.4e-36 methyl-branched lipid omega-hydroxylase [EC:1.14.15.14]
  k141_53840_1        K23138  487.00  116.8   1.2e-34 cytochrome P450 family 109 [EC:1.14.-.-]
  k141_53840_1        K21199  439.93  114.2   7.7e-34 beta-dihydromenaquinone-9 omega-hydroxylase [EC:1.14.15.27]
